Date,Close,High,Low,Open,Volume
2020-01-02,40.254215240478516,40.254215240478516,39.80528586526037,39.95493004745584,16708100
2020-01-03,39.59744644165039,40.02143617016966,39.47274190136156,39.830224867396794,15577400
2020-01-06,39.73877716064453,39.755404644888614,39.08200580416079,39.19008286606316,22183600
2020-01-07,39.481056213378906,39.672267511234075,39.15682505124036,39.672267511234075,16501900
2020-01-08,39.5059928894043,39.73045913649594,38.91573155707138,39.04874824001074,25175900
2020-01-09,39.339725494384766,39.80528552067016,39.13188670662011,39.730463430220155,18203600
2020-01-10,39.181766510009766,39.539249454520636,39.123571907077114,39.47273952467303,13502600
2020-01-13,39.88010787963867,39.88842003580321,39.323098275567496,39.33141360310027,18237400
2020-01-14,39.73046112060547,39.896732775425114,39.58912910402995,39.871789965812944,17948700
2020-01-15,39.913360595703125,40.2375917782222,39.70552180174819,39.838538503024616,16289400
2020-01-16,40.7779655456543,40.802908354282295,40.096254642023446,40.22095917105969,20094900
2020-01-17,40.7530403137207,41.185345483457596,40.62833574060407,40.99413413034938,27176200
2020-01-21,40.570133209228516,40.90267655846033,40.46205614502291,40.70314991464756,21771800
2020-01-22,40.794593811035156,41.17701638941739,40.76965417329613,40.96917761794426,15186000
2020-01-23,40.73640823364258,40.88605243596545,40.24590849744397,40.73640823364258,16767700
2020-01-24,40.61170196533203,41.13545665141848,40.35398387213169,40.91930568569866,14066700
2020-01-27,39.46442413330078,39.9632358807865,39.298152493682956,39.81359172226723,20666000
2020-01-28,39.713844299316406,39.88011599877232,39.48937798075627,39.50600546783875,14035100
2020-01-29,39.11526870727539,39.88842943893689,39.015506952942324,39.88011728081288,14273600
2020-01-30,39.27322769165039,39.298167337034336,38.45849666692694,38.69127831886319,14822600
2020-01-31,38.21739959716797,39.0736944391889,38.109322533076416,39.06538228258266,20069900
2020-02-03,38.68293762207031,38.93234659782859,38.416904341203896,38.57486378203305,15374900
2020-02-04,39.58912658691406,39.66394866825724,39.16513690688127,39.25658646978603,13947300
2020-02-05,40.27915954589844,40.403860921441584,40.02975362344379,40.17939781119025,17042300
2020-02-06,40.47868347167969,40.58676053546359,40.08794868493057,40.47868347167969,9814800
2020-02-07,39.88010787963867,40.545191370690034,39.7969704611521,40.40385934494698,16807500
2020-02-10,40.628334045410156,40.644961532556536,39.80529404556214,39.89674363918279,19012700
2020-02-11,40.844478607177734,41.32666293561836,40.62001234051173,41.06062954654046,23168300
2020-02-12,41.50956344604492,41.80053648387289,41.068946225514495,41.09388586550882,31686200
2020-02-13,39.339725494384766,39.630698528707995,38.724524458567586,39.19839664096155,47044700
2020-02-14,39.04875183105469,39.256590615471424,38.641386418195886,39.20670816551887,26747200
2020-02-18,38.73283386230469,38.94898479081814,38.48342796898363,38.924045152896426,18546300
2020-02-19,38.483428955078125,38.91573399455035,38.15920096831598,38.81596909757117,27626400
2020-02-20,38.94898223876953,39.040431800314416,38.15919749022981,38.3171538056642,20416700
2020-02-21,38.49174118041992,38.948985859279816,38.28390240172287,38.84922413348829,20028700
2020-02-24,36.579627990722656,37.97630494953244,36.579627990722656,37.41098317232999,35295900
2020-02-25,35.532127380371094,36.75421753076364,34.97511767300172,36.621200807885245,48024700
2020-02-26,35.04993438720703,36.064188725269645,34.86703523211552,35.72333322710623,38513200
2020-02-27,33.2874641418457,35.00005388450445,33.26252132843645,34.31834285019725,51442900
2020-02-28,33.19601821899414,33.711457629996,31.88247528964593,32.17345155479757,80188000
2020-03-02,34.226898193359375,34.24352568090233,32.35634865825767,33.3789185282513,48864300
2020-03-03,33.2874641418457,34.83378537574154,33.01311539392356,34.30171536504725,49294700
2020-03-04,34.40979766845703,34.459680131496874,33.08794252590662,33.85279110233925,30022100
2020-03-05,32.896728515625,33.67820134520277,32.663950049659014,33.3955404202289,30255900
2020-03-06,32.98817825317383,33.212644562665886,31.42522941561918,31.591501108357974,48605600
2020-03-09,31.558259963989258,32.88843091739588,30.16989753969932,30.6770249976539,61535300
2020-03-10,33.32072067260742,33.37891528767349,31.483423119595912,32.63069427772594,50536500
2020-03-11,30.801712036132812,32.55587215851962,30.236390200348378,32.43948292845259,63594300
